time,gFx,gFy,gFz,TgF
11.502842,-0.3632,0.5585,0.2542,0.71
11.523076,-0.3712,0.5560,0.2509,0.71
11.550731,-0.3123,0.5372,0.2146,0.66
11.568715,-0.2668,0.5646,0.1794,0.65
11.584638,-0.3490,0.5196,0.2707,0.68
11.603336,-0.3448,0.5082,0.2607,0.67
11.627002,-0.3861,0.5091,0.2125,0.67
11.651455,-0.3637,0.5751,0.1612,0.70
11.669407,-0.3864,0.6208,0.1843,0.75
11.685349,-0.4357,0.7195,0.2150,0.87
11.707902,-0.4479,0.7924,0.2861,0.95
11.728872,-0.3113,0.7855,0.2283,0.88
11.751109,-0.2256,0.7552,0.2549,0.83
11.769593,-0.1980,0.7745,0.1598,0.82
11.786225,-0.1923,0.7682,0.2038,0.82
11.806676,-0.1579,0.7279,0.3387,0.82
11.822252,-0.1582,0.7226,0.4173,0.85
11.851768,-0.2027,0.6282,0.4819,0.82
11.869279,-0.1335,0.6184,0.4592,0.78
11.885185,-0.1566,0.6233,0.2206,0.68
11.907380,-0.2473,0.6320,0.1072,0.69
11.926344,-0.2593,0.6105,0.2619,0.71
11.953906,-0.1860,0.5171,0.4983,0.74
11.977777,-0.1361,0.4832,0.5427,0.74
12.005934,-0.1784,0.4993,0.2400,0.58
12.019536,-0.1828,0.4602,0.2668,0.56
12.036565,-0.1442,0.4336,0.3560,0.58
12.053068,-0.1288,0.4167,0.4338,0.62
12.068648,-0.0985,0.4101,0.3944,0.58
12.105177,-0.2232,0.5318,0.3927,0.70
12.119700,-0.2491,0.5760,0.4028,0.75
12.135981,-0.2190,0.5583,0.3826,0.71
12.153151,-0.0948,0.5194,0.5061,0.73
12.186587,-0.1476,0.4427,0.4579,0.65
12.205979,-0.1408,0.4387,0.3451,0.58
12.219023,-0.1173,0.4257,0.3458,0.56
12.235510,-0.1589,0.4565,0.4287,0.65
12.252185,-0.2083,0.4830,0.5188,0.74
12.287279,-0.1642,0.5120,0.5926,0.80
12.312902,-0.0669,0.5839,0.4687,0.75
12.319736,-0.1792,0.5751,0.4235,0.74
12.335834,-0.3500,0.5017,0.5083,0.80
12.354326,-0.3194,0.5280,0.5484,0.83
12.386984,-0.2992,0.4350,0.6743,0.86
12.405424,-0.2041,0.5543,0.5466,0.80
12.447455,-0.2483,0.5790,0.5826,0.86
12.448478,-0.2295,0.5653,0.6177,0.87
12.469970,-0.1468,0.5010,0.7712,0.93
12.486854,-0.2446,0.5993,0.6085,0.89
12.505051,-0.1328,0.6699,0.4245,0.80
12.549911,-0.4881,0.8153,0.4658,1.06
12.550239,-0.4881,0.8153,0.4658,1.06
12.570462,-0.3113,0.6467,0.5992,0.93
12.586813,-0.2393,0.6827,0.4865,0.87
12.605812,-0.2377,0.6939,0.3968,0.83
12.642266,-0.3488,0.6066,0.3336,0.78
12.653970,-0.3719,0.5797,0.2771,0.74
12.670371,-0.4042,0.4954,0.1994,0.67
12.687174,-0.3436,0.4432,0.1612,0.58
12.704790,-0.2627,0.3940,0.2419,0.53
12.740142,-0.1864,0.5177,0.2724,0.61
12.753956,-0.1701,0.4917,0.2942,0.60
12.771398,-0.2640,0.5487,0.2673,0.66
12.790177,-0.3082,0.5282,0.2412,0.66
12.827275,-0.3162,0.4875,0.2845,0.65
12.836914,-0.3118,0.5162,0.2619,0.66
12.854562,-0.3062,0.5299,0.2810,0.67
12.870641,-0.2931,0.5150,0.3022,0.67
12.908967,-0.2652,0.5438,0.3045,0.68
12.920629,-0.2412,0.5352,0.2966,0.66
12.936926,-0.2223,0.5423,0.2530,0.64
12.954305,-0.2077,0.5578,0.2185,0.63
12.971362,-0.2183,0.5558,0.2402,0.64
12.992287,-0.2593,0.5604,0.2764,0.68
13.020522,-0.3250,0.5765,0.2341,0.70
13.038182,-0.2840,0.5531,0.2573,0.67
13.054960,-0.3036,0.5457,0.2668,0.68
13.088008,-0.3129,0.5166,0.3006,0.67
13.106489,-0.3131,0.4875,0.2996,0.65
13.141316,-0.3568,0.4686,0.3076,0.66
13.141673,-0.3568,0.4686,0.3076,0.66
13.171653,-0.3756,0.5086,0.3136,0.71
13.188502,-0.3861,0.5194,0.3394,0.73
13.207578,-0.3815,0.5184,0.3218,0.72
13.239719,-0.4059,0.6587,0.2209,0.80
13.255309,-0.4113,0.7127,0.2432,0.86
13.271899,-0.3852,0.7738,0.3067,0.92
13.288099,-0.3351,0.8600,0.3685,0.99
13.308018,-0.3250,1.0115,0.2595,1.09
13.343108,-0.2789,0.7909,0.2929,0.89
13.355996,-0.1528,0.6755,0.2998,0.75
13.371675,-0.0799,0.5618,0.3348,0.66
13.388935,0.0149,0.5524,0.2962,0.63
13.409277,0.1276,0.5372,0.3003,0.63
13.443907,-0.1745,0.6205,0.4531,0.79
13.455845,-0.2600,0.6026,0.5176,0.84
13.472296,-0.3248,0.5829,0.5247,0.85
13.489336,-0.3131,0.5267,0.4755,0.78
13.508862,-0.2705,0.4952,0.4695,0.73
13.545360,-0.1784,0.4409,0.4113,0.63
13.555696,-0.1759,0.4521,0.3695,0.61
13.573519,-0.1769,0.4588,0.3790,0.62
13.611867,-0.1212,0.4378,0.4005,0.61
13.613004,-0.1127,0.4402,0.4081,0.61
13.640439,-0.0911,0.4830,0.4382,0.66
13.656432,-0.1139,0.4776,0.4392,0.66
13.690523,-0.1990,0.4810,0.4416,0.68
13.710775,-0.2353,0.4686,0.4577,0.70
13.734411,-0.2596,0.4485,0.4919,0.71
13.739734,-0.2573,0.4470,0.4988,0.72
13.772331,-0.2512,0.4583,0.5098,0.73
13.789831,-0.2446,0.4365,0.5389,0.74
13.808355,-0.2539,0.4248,0.5520,0.74
13.838073,-0.2679,0.4639,0.5450,0.76
13.847456,-0.2661,0.4634,0.5476,0.77
13.873302,-0.2713,0.4710,0.5340,0.76
13.889540,-0.2588,0.4859,0.5261,0.76
13.913102,-0.2475,0.5175,0.5173,0.77
13.930602,-0.2349,0.5118,0.5562,0.79
13.957866,-0.2195,0.4998,0.5836,0.80
13.973792,-0.2223,0.4830,0.5909,0.79
13.990111,-0.2356,0.4793,0.5916,0.80
14.008727,-0.2610,0.5704,0.5450,0.83
14.040903,-0.4585,0.7679,0.4877,1.02
14.056576,-0.4809,0.7845,0.5335,1.06
14.072954,-0.3824,0.6166,0.5838,0.93
14.109086,-0.2200,0.5245,0.5408,0.78
14.123652,-0.1969,0.5003,0.4939,0.73
14.140042,-0.2268,0.4942,0.4184,0.69
14.156582,-0.2647,0.4835,0.3688,0.66
14.174237,-0.3283,0.4891,0.3418,0.68
14.217256,-0.3407,0.5385,0.3905,0.75
14.217620,-0.3407,0.5385,0.3905,0.75
14.240014,-0.3023,0.5763,0.3446,0.74
14.259342,-0.2761,0.5646,0.2568,0.68
14.290588,-0.2920,0.5110,0.2001,0.62
14.311724,-0.2969,0.5022,0.2339,0.63
14.337171,-0.2794,0.5362,0.2509,0.65
14.343504,-0.2810,0.5450,0.2505,0.66
14.373845,-0.2947,0.5680,0.2253,0.68
14.390759,-0.2967,0.5475,0.2341,0.67
14.409958,-0.2857,0.5397,0.2090,0.65
14.446779,-0.2982,0.5634,0.2307,0.68
14.447182,-0.2982,0.5634,0.2307,0.68
14.474228,-0.3260,0.5907,0.1980,0.70
14.490924,-0.3185,0.5895,0.2873,0.73
14.510081,-0.3209,0.5797,0.2546,0.71
14.553364,-0.3439,0.5169,0.2546,0.67
14.555752,-0.3432,0.5208,0.2566,0.67
14.574449,-0.3302,0.5397,0.2703,0.69
14.591264,-0.3006,0.5587,0.2588,0.69
14.610805,-0.2786,0.5482,0.2270,0.66
14.647311,-0.2681,0.5506,0.2050,0.65
14.647966,-0.2661,0.5526,0.2033,0.65
14.675031,-0.2789,0.5672,0.2263,0.67
14.691823,-0.2864,0.5785,0.2150,0.68
14.712370,-0.2908,0.5690,0.2290,0.68
14.741059,-0.3136,0.5416,0.2712,0.68
14.759571,-0.3475,0.5245,0.2869,0.69
14.774944,-0.3598,0.5250,0.2458,0.68
14.810421,-0.3681,0.5201,0.2483,0.68
14.845127,-0.3316,0.4756,0.2962,0.65
14.845365,-0.3316,0.4756,0.2962,0.65
14.858368,-0.3451,0.4807,0.2551,0.64
14.891746,-0.3737,0.5126,0.2544,0.68
14.909861,-0.3800,0.5323,0.2678,0.71
14.938224,-0.3577,0.5120,0.1426,0.64
14.938643,-0.3483,0.5203,0.1326,0.64
14.959316,-0.3908,0.6899,0.0885,0.80
14.993527,-0.5154,0.8984,0.3010,1.08
15.020132,-0.3421,0.7994,0.3737,0.95
15.020555,-0.3524,0.8258,0.3558,0.97
15.042016,-0.2693,0.7892,0.3255,0.90
15.058994,-0.2070,0.7088,0.3067,0.80
15.093189,-0.1696,0.6443,0.3443,0.75
15.108473,-0.1823,0.6159,0.3734,0.74
15.126496,-0.1682,0.5553,0.3991,0.70
15.160388,-0.1153,0.5179,0.3196,0.62
