time,gFx,gFy,gFz,TgF
7.055411,0.2021,0.7166,0.1519,0.76
7.077866,0.2113,0.7119,0.1630,0.76
7.095321,0.2033,0.7142,0.1769,0.76
7.111051,0.2074,0.7188,0.1586,0.76
7.131624,0.1857,0.7190,0.1628,0.76
7.158340,0.2094,0.7132,0.1694,0.76
7.177142,0.2028,0.7070,0.1468,0.75
7.194132,0.1974,0.7121,0.1391,0.75
7.231378,0.1945,0.7226,0.1645,0.77
7.257290,0.1955,0.7244,0.1803,0.77
7.257982,0.1955,0.7244,0.1803,0.77
7.277255,0.2082,0.7217,0.1519,0.77
7.294527,0.2138,0.7168,0.1491,0.76
7.331916,0.2084,0.7154,0.1637,0.76
7.361115,0.1894,0.7224,0.1456,0.76
7.361819,0.1894,0.7224,0.1456,0.76
7.377710,0.2042,0.7181,0.1346,0.76
7.412395,0.2021,0.7202,0.1549,0.76
7.433476,0.1960,0.7144,0.1444,0.75
7.460443,0.2021,0.7181,0.1640,0.76
7.478459,0.2021,0.7170,0.1645,0.76
7.495134,0.2101,0.7168,0.1530,0.76
7.511822,0.2147,0.7179,0.1351,0.76
7.534231,0.2115,0.7132,0.1405,0.76
7.555402,0.2047,0.7179,0.1640,0.76
7.563882,0.1997,0.7142,0.1605,0.76
7.595153,0.1957,0.7168,0.1591,0.76
7.612576,0.2033,0.7212,0.1461,0.76
7.633822,0.2079,0.7222,0.1339,0.76
7.658532,0.1967,0.7242,0.1642,0.77
7.679227,0.2069,0.7097,0.1503,0.75
7.698405,0.2117,0.7212,0.1454,0.77
7.715092,0.2117,0.7183,0.1566,0.77
7.733707,0.2069,0.7134,0.1319,0.75
7.761410,0.2108,0.7144,0.1649,0.76
7.778022,0.2101,0.7081,0.1561,0.75
7.797030,0.1955,0.7183,0.1342,0.76
7.813194,0.1828,0.7226,0.1358,0.76
7.833911,0.1955,0.7266,0.1657,0.77
7.858512,0.2142,0.7244,0.1522,0.77
7.879074,0.2117,0.7217,0.1447,0.77
7.896319,0.2113,0.7207,0.1586,0.77
7.912480,0.2028,0.7166,0.1442,0.76
7.934734,0.2009,0.7144,0.1403,0.76
7.959716,0.2023,0.7151,0.1564,0.76
7.978069,0.1987,0.7068,0.1475,0.75
7.995421,0.1936,0.7200,0.1286,0.76
8.012479,0.2045,0.7232,0.1559,0.77
8.033767,0.2179,0.7076,0.1447,0.75
8.055932,0.1967,0.7158,0.1498,0.76
8.079669,0.2006,0.7125,0.1349,0.75
8.097157,0.2191,0.7205,0.1398,0.77
8.135399,0.2175,0.7107,0.1379,0.76
8.164387,0.2105,0.7168,0.1488,0.76
8.165239,0.2105,0.7168,0.1488,0.76
8.180352,0.2105,0.7166,0.1403,0.76
8.212321,0.2021,0.7271,0.1429,0.77
8.233596,0.2105,0.7219,0.1395,0.76
8.255304,0.2113,0.7200,0.1461,0.76
8.263085,0.2162,0.7222,0.1417,0.77
8.297176,0.2126,0.7200,0.1466,0.76
8.313458,0.2113,0.7121,0.1407,0.76
8.335330,0.2061,0.7214,0.1439,0.76
8.363164,0.2206,0.7183,0.1393,0.76
8.380452,0.2182,0.7230,0.1622,0.77
8.400941,0.2203,0.7090,0.1375,0.76
8.413490,0.2220,0.7139,0.1330,0.76
8.435235,0.2089,0.7176,0.1537,0.76
8.470043,0.1948,0.7256,0.1410,0.76
8.470793,0.1948,0.7256,0.1410,0.76
8.496859,0.2140,0.7247,0.1473,0.77
8.513993,0.2142,0.7232,0.1608,0.77
8.534629,0.2066,0.7230,0.1549,0.77
8.564876,0.2191,0.7102,0.1363,0.76
8.580796,0.2196,0.7146,0.1398,0.76
8.596640,0.2128,0.7176,0.1478,0.76
8.615121,0.2086,0.7134,0.1451,0.76
8.635918,0.2157,0.7095,0.1393,0.75
8.675643,0.2077,0.7139,0.1410,0.76
8.681198,0.2147,0.7176,0.1395,0.76
8.716321,0.2191,0.7219,0.1544,0.77
8.734636,0.2175,0.7207,0.1337,0.76
8.769114,0.2187,0.7188,0.1439,0.76
8.770414,0.2191,0.7158,0.1432,0.76
8.781366,0.2271,0.7107,0.1422,0.76
8.820005,0.2096,0.7307,0.1307,0.77
8.852947,0.2147,0.7188,0.1393,0.76
8.853811,0.2147,0.7188,0.1393,0.76
8.863695,0.2086,0.7190,0.1549,0.76
8.897707,0.2084,0.7137,0.1456,0.76
8.913754,0.2103,0.7222,0.1368,0.76
8.936157,0.2191,0.7232,0.1414,0.77
8.973240,0.2126,0.7183,0.1388,0.76
8.981063,0.2152,0.7193,0.1375,0.76
8.998779,0.2166,0.7117,0.1475,0.76
9.031659,0.2171,0.7130,0.1552,0.76
9.053602,0.2098,0.7119,0.1319,0.75
9.093389,0.1974,0.7117,0.1456,0.75
9.094592,0.1965,0.7151,0.1512,0.76
9.115651,0.2013,0.7266,0.1649,0.77
9.131659,0.2057,0.7281,0.1633,0.77
9.154192,0.2094,0.7291,0.1478,0.77
9.189318,0.2228,0.7142,0.1407,0.76
9.190008,0.2228,0.7142,0.1407,0.76
9.217715,0.2157,0.7188,0.1544,0.77
9.231955,0.2133,0.7161,0.1370,0.76
9.252498,0.2115,0.7198,0.1319,0.76
9.289552,0.2077,0.7142,0.1556,0.76
9.290375,0.2077,0.7142,0.1556,0.76
9.315508,0.2011,0.7166,0.1508,0.76
9.332030,0.2110,0.7188,0.1524,0.76
9.354510,0.2162,0.7176,0.1400,0.76
9.391815,0.2091,0.7214,0.1437,0.76
9.398891,0.2110,0.7232,0.1432,0.77
9.416115,0.2166,0.7176,0.1540,0.77
9.437365,0.2228,0.7186,0.1463,0.77
9.475182,0.2069,0.7210,0.1522,0.77
9.475903,0.2069,0.7210,0.1522,0.77
9.500213,0.2135,0.7219,0.1337,0.76
9.516299,0.2130,0.7210,0.1354,0.76
9.532615,0.2152,0.7205,0.1459,0.77
9.554924,0.2130,0.7112,0.1532,0.76
9.589692,0.2064,0.7235,0.1395,0.77
9.600515,0.2091,0.7244,0.1395,0.77
