time,gFx,gFy,gFz,TgF
6.370655,-0.1251,0.6503,0.2624,0.71
6.387540,-0.1224,0.6613,0.3409,0.75
6.408478,-0.1405,0.6112,0.4120,0.75
6.437835,-0.2114,0.5807,0.4045,0.74
6.454429,-0.1823,0.5921,0.3676,0.72
6.472543,-0.1319,0.5878,0.4028,0.72
6.488517,-0.1153,0.5108,0.4626,0.70
6.509969,-0.1266,0.4373,0.4846,0.66
6.527779,-0.1356,0.3773,0.4907,0.63
6.555219,-0.1361,0.3691,0.4921,0.63
6.572438,-0.1476,0.3370,0.5205,0.64
6.589697,-0.1351,0.3442,0.5689,0.68
6.610669,-0.1696,0.2994,0.5582,0.66
6.639460,-0.1188,0.2791,0.5960,0.67
6.655733,-0.0574,0.2945,0.5992,0.67
6.672163,-0.1068,0.2456,0.5948,0.65
6.711024,-0.1787,0.2330,0.6361,0.70
6.743105,-0.1699,0.2466,0.7136,0.77
6.743995,-0.1699,0.2466,0.7136,0.77
6.755808,-0.1735,0.2601,0.7253,0.79
6.792330,-0.2561,0.2214,0.7165,0.79
6.805878,-0.2566,0.2219,0.7209,0.80
6.821099,-0.2437,0.2100,0.7393,0.81
6.839054,-0.2463,0.2163,0.7771,0.84
6.855906,-0.1547,0.2056,0.8141,0.85
6.894163,-0.1982,0.1816,0.7789,0.82
6.910364,-0.2637,0.1603,0.7265,0.79
6.921832,-0.1828,0.1611,0.7600,0.80
6.938146,-0.2368,0.1310,0.7586,0.81
6.972599,-0.2365,0.1002,0.7894,0.83
6.989370,-0.2373,0.1117,0.7813,0.82
7.010754,-0.2752,0.1240,0.8316,0.88
7.042987,-0.2945,0.1317,0.8558,0.91
7.043698,-0.2945,0.1317,0.8558,0.91
7.072802,-0.3089,0.1704,0.8735,0.94
7.089782,-0.3221,0.1689,0.8532,0.93
7.111310,-0.3444,0.1801,0.8363,0.92
7.139748,-0.3243,0.1729,0.8444,0.92
7.156629,-0.2605,0.1657,0.8512,0.91
7.173365,-0.2356,0.1782,0.8602,0.91
7.195629,-0.3253,0.2386,0.8390,0.93
7.220850,-0.3544,0.2500,0.8265,0.93
7.240465,-0.3646,0.2806,0.8519,0.97
7.257796,-0.3360,0.3270,0.8477,0.97
7.294282,-0.3172,0.3637,0.8318,0.96
7.323359,-0.3453,0.3097,0.8211,0.94
7.324391,-0.3504,0.3078,0.8228,0.95
7.339938,-0.3903,0.3216,0.8225,0.97
7.357286,-0.3989,0.3656,0.7498,0.92
7.390078,-0.3673,0.6112,0.7295,1.02
7.413039,-0.3614,0.7195,0.6278,1.02
7.442099,-0.2481,0.7127,0.6354,0.99
7.443273,-0.2432,0.6990,0.6298,0.97
7.457719,-0.2388,0.5958,0.6000,0.88
7.490693,-0.2251,0.4221,0.4755,0.67
7.513015,-0.1999,0.4467,0.3690,0.61
7.547520,-0.1666,0.6007,0.3199,0.70
7.548336,-0.1666,0.6007,0.3199,0.70
7.573929,-0.2070,0.6403,0.2917,0.73
7.592935,-0.2624,0.5890,0.2698,0.70
7.613995,-0.2627,0.5587,0.2468,0.66
7.649112,-0.2131,0.5187,0.2116,0.60
7.650043,-0.2131,0.5187,0.2116,0.60
7.674437,-0.2212,0.4898,0.2416,0.59
7.690689,-0.1955,0.5054,0.2236,0.59
7.713168,-0.1620,0.5377,0.2033,0.60
7.745304,-0.2136,0.4996,0.1923,0.58
7.758576,-0.1801,0.4678,0.1398,0.52
7.776981,-0.1848,0.4815,0.1221,0.53
7.792097,-0.1823,0.4670,0.1361,0.52
7.813174,-0.1442,0.4480,0.1581,0.50
7.848537,-0.1471,0.4614,0.2187,0.53
7.858613,-0.1427,0.4849,0.2016,0.54
7.875776,-0.1929,0.5135,0.1698,0.57
7.892218,-0.2297,0.5177,0.1373,0.58
7.913173,-0.1738,0.5707,0.1383,0.61
7.942999,-0.1982,0.6528,0.1168,0.69
7.958766,-0.2058,0.6567,0.0904,0.69
7.975947,-0.2334,0.6778,0.0836,0.72
8.014678,-0.3064,0.7156,0.1454,0.79
8.051353,-0.3681,0.6164,0.2174,0.75
8.052146,-0.3681,0.6164,0.2174,0.75
8.059053,-0.3747,0.5816,0.2199,0.73
8.093879,-0.3274,0.6391,0.1666,0.74
8.114564,-0.3223,0.6919,0.1847,0.79
8.150637,-0.2649,0.6650,0.1148,0.72
8.151486,-0.2649,0.6650,0.1148,0.72
8.175762,-0.2984,0.7461,0.0033,0.80
8.192197,-0.3106,0.7965,0.0527,0.86
8.214106,-0.2728,0.9218,0.1298,0.97
8.250898,-0.2608,1.0575,0.1442,1.10
8.259638,-0.2794,1.0737,0.0829,1.11
8.264206,-0.2911,1.0681,0.0576,1.11
8.294161,-0.2283,0.9216,0.0248,0.95
8.313704,-0.1606,0.8559,0.0404,0.87
8.353877,-0.1422,0.7855,0.1321,0.81
8.354629,-0.1422,0.7855,0.1321,0.81
8.372542,-0.1361,0.7474,0.1370,0.77
8.390631,-0.0620,0.7239,0.1417,0.74
8.414809,-0.0210,0.6536,0.1750,0.68
8.428937,-0.0330,0.6452,0.1727,0.67
8.458021,-0.1740,0.6413,0.2754,0.72
8.475795,-0.2344,0.6471,0.3084,0.75
8.493826,-0.1762,0.6115,0.4024,0.75
8.510213,-0.1557,0.5499,0.4291,0.71
8.532263,-0.1222,0.5206,0.4646,0.71
8.568896,-0.1579,0.5478,0.4213,0.71
8.576428,-0.1857,0.4991,0.4022,0.67
8.594127,-0.2283,0.4011,0.4218,0.63
8.632007,-0.1447,0.1960,0.5066,0.56
8.671556,-0.1070,0.2202,0.5676,0.62
8.672680,-0.0750,0.2368,0.5874,0.64
8.677009,-0.0948,0.2568,0.5978,0.66
8.709921,-0.1848,0.2376,0.5834,0.66
